;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;N° de facture;N° de Relevé Détaillé;Date de facturation;Code filiale;N° client bénéficiaire;RS client bénéficiaire;Division de Parc (code);Division de Parc (libellé);N° de support;Rang;Libellé estampé (immat./nom);Mention complémentaire;Code émetteur;Type de véhicule (libellé);Date de la transaction;Heure de la transaction;Code produit (libellé);Quantité;Montant TTC remise/maj incl.;Montant HTVA remise/maj incl.;Montant TVA remise/maj incl.;Contre-valeur TTC remise/maj incl.;Contre-valeur HTVA remise/maj incl.;Contre-valeur TVA remise/maj incl.;Taux de TVA;Code pays de facturation (libellé);Prix de facturation (unitaire TTC);Code devise du pays de la transaction;Montant forfaitaire de remise;Code et nom de la station;Kilométrage saisi;Référence;Info. additionnelle (message client);Code conducteur;Nom du conducteur
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0018;0;AR471YP;FBT - VU - 03ZZZSTEC;701001;04-AUTRES;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,20;0,17;0,03;0,20;0,17;0,03;19,60;;0,20;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0025;0;AN 393 EE;BVI - VU  -04ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;13:50;Gazole Excellium;34,69;48,47;40,53;7,94;48,47;40,53;7,94;19,60;FRANCE;1,45;EUR;-1,84;TFFAN RELAIS LES CRETS BLANCS;119000,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0119;3;BL137BD;SMA - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,25;0,21;0,04;0,25;0,21;0,04;19,60;;0,25;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0089;3;CN248ML;ACN-VU-06ZZZAAUD+4+3+2-;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,81;1,51;0,30;1,81;1,51;0,30;19,60;;1,81;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0001;1;AA756VH-VU;SBH-VU-03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;14:49;Péage TVA;1,00;2,90;2,42;0,48;2,90;2,42;0,48;19,60;FRANCE;2,90;EUR;0,00;EA25003024 PONTCHARRA;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0004;0;BQ 989 CN;JVA - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;22:41;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0131;2;CH933XV;SRZ - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;23/04/2013;14:42;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004216 AUBERIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0142;2;AP655QE;OFE - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;16:44;Gazole Excellium;54,56;75,31;62,97;12,34;75,31;62,97;12,34;19,60;FRANCE;1,46;EUR;-4,37;TFFBD RELAIS VOREPPE;242330,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0021;0;BC330AV;MMR - VU - 04ZZZSTEC;701001;04-AUTRES;22/04/2013;16:04;Gazole Premier;38,64;52,06;43,53;8,53;52,06;43,53;8,53;19,60;FRANCE;1,40;EUR;-2,05;TFFAN RELAIS LES CRETS BLANCS;90389,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0133;2;CG076TY;JMT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;08:22;Péage TVA;1,00;3,40;2,84;0,56;3,40;2,84;0,56;19,60;FRANCE;3,40;EUR;0,00;EA25003091 CHATUZANGE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0143;2;CN589RC;DGZ - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;17/04/2013;07:59;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0164;2;BG418PS;SCS - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;18:00;Gazole Excellium;54,62;76,22;63,73;12,49;76,22;63,73;12,49;19,60;FRANCE;1,44;EUR;-2,45;TFLQR GARAGE LARRIVAZ;19176,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0138;2;BR116XL;CSS - VP -04ZZZNADM;701001;03-VEHICULE DE TOURISME;19/04/2013;18:55;Péage TVA;1,00;5,80;4,85;0,95;5,80;4,85;0,95;19,60;FRANCE;5,80;EUR;0,00;EA25003021 G.CROLLES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0203;0;CS472WW;AGE - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;16:02;Gazole Excellium;37,35;50,81;42,48;8,33;50,81;42,48;8,33;19,60;FRANCE;1,44;EUR;-2,99;TFLDQ RELAIS PETIT ROUSSET;14,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0189;0;CC482EV;CTT VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;15/04/2013;15:40;Péage TVA;1,00;2,20;1,84;0,36;2,20;1,84;0,36;19,60;FRANCE;2,20;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0173;0;BK979ZC;RSA - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;15:24;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;EA25003085 RIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0208;0;CS677SA;SBH - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;GESTION +;1,00;3,29;2,75;0,54;3,29;2,75;0,54;19,60;;3,29;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0100;2;CN355BQ;MZI -VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;19:39;Péage TVA;1,00;16,30;13,63;2,67;16,30;13,63;2,67;19,60;FRANCE;16,30;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;14:36;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003026 CHIGNIN B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;07:46;Péage TVA;1,00;2,80;2,34;0,46;2,80;2,34;0,46;19,60;FRANCE;2,80;EUR;0,00;EF25004182 ST ROMAIN POPEY;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0089;3;CN248ML;ACN-VU-06ZZZAAUD+4+3+2-;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;13:44;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0088;3;BB726KV;YCL - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;17:25;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0119;3;BL137BD;SMA - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;19:20;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0154;2;CK670RL;RME - VU - 03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;15:40;Péage TVA;1,00;2,00;1,67;0,33;2,00;1,67;0,33;19,60;FRANCE;2,00;EUR;0,00;EA25003021 G.CROLLES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0130;2;CG335TY;CLLE - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;19:44;Péage TVA;1,00;7,80;6,52;1,28;7,80;6,52;1,28;19,60;FRANCE;7,80;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0197;0;BC652GB;GLX - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;13:33;Péage TVA;1,00;2,10;1,76;0,34;2,10;1,76;0,34;19,60;FRANCE;2,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0018;0;AR471YP;FBT - VU - 03ZZZSTEC;701001;04-AUTRES;17/04/2013;15:18;Parking;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;H5250AN380 GRENOBLE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;12:24;Péage TVA;1,00;2,30;1,92;0,38;2,30;1,92;0,38;19,60;FRANCE;2,30;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0127;2;CH455TM;BGN - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;19/04/2013;16:05;Gazole Premier;27,25;36,94;30,89;6,05;36,94;30,89;6,05;19,60;FRANCE;1,40;EUR;-1,22;TFLQX RELAIS D EYBENS;19971,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0143;2;CN589RC;DGZ - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;15:51;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0156;2;CL955KQ;CCY - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;00:00;FRAIS DE SERVICE PEAGE PARKING;1,00;0,08;0,07;0,01;0,08;0,07;0,01;19,60;;0,08;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0200;0;BC985AT;MCT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;18:19;Péage TVA;1,00;3,90;3,26;0,64;3,90;3,26;0,64;19,60;FRANCE;3,90;EUR;0,00;EF25004208 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0118;2;BZ110PB;FPT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;14:07;Péage TVA;1,00;3,70;3,09;0,61;3,70;3,09;0,61;19,60;FRANCE;3,70;EUR;0,00;EF25004207 MONTELIMAR;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0186;0;BZ851LF;LJO VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;17:25;Péage TVA;1,00;2,30;1,92;0,38;2,30;1,92;0,38;19,60;FRANCE;2,30;EUR;0,00;ER25009100 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0135;2;CH396XW;FHN - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;29/04/2013;10:44;Gazole Excellium;54,68;76,84;64,25;12,59;76,84;64,25;12,59;19,60;FRANCE;1,45;EUR;-2,47;TFBAF RELAIS ALBERTVILLE LES CHASSEURS;38886,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;07:59;Péage TVA;1,00;1,70;1,42;0,28;1,70;1,42;0,28;19,60;FRANCE;1,70;EUR;0,00;EF25004184 TARARE EST OUVERT;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0194;0;CR891CW;APE - VU - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;12:30;Gazole Excellium;44,29;61,80;51,67;10,13;61,80;51,67;10,13;19,60;FRANCE;1,44;EUR;-1,99;TFLYV SARL LIBERATION AUTOMOBILES;4046,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0140;2;CH690XV;FFY - VP - 03ZZZNCOM;701001;03-VEHICULE DE TOURISME;26/04/2013;16:05;Péage TVA;1,00;3,50;2,93;0,57;3,50;2,93;0,57;19,60;FRANCE;3,50;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0130;2;CG335TY;CLLE - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,71;0,59;0,12;0,71;0,59;0,12;19,60;;0,71;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0113;2;CA575XP;JPS - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;15/04/2013;15:42;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0147;2;CJ472PE;LMY - VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;0,38;0,32;0,06;0,38;0,32;0,06;19,60;;0,38;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0054;4;HORS-PARC ;NGD - VP - 02ZZZNCOM;701001;04-AUTRES;29/04/2013;18:15;Péage TVA;1,00;3,90;3,26;0,64;3,90;3,26;0,64;19,60;FRANCE;3,90;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0166;1;CP017HN;LVA - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;16:46;Péage TVA;1,00;1,70;1,42;0,28;1,70;1,42;0,28;19,60;FRANCE;1,70;EUR;0,00;EA25003095 TULLINS;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0185;0;BR636QC;NLR VP 06ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;19:48;Péage TVA;1,00;2,40;2,01;0,39;2,40;2,01;0,39;19,60;FRANCE;2,40;EUR;0,00;EA25003001 LYON B;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;15/04/2013;18:49;Péage TVA;1,00;1,60;1,34;0,26;1,60;1,34;0,26;19,60;FRANCE;1,60;EUR;0,00;ER25009120 BELLEVILLE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;11:23;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;ER25009400 SYSTEME OU;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0135;2;CH396XW;FHN - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;18/04/2013;02:07;Gazole Premier;50,88;68,97;57,67;11,30;68,97;57,67;11,30;19,60;FRANCE;1,40;EUR;-2,28;TFJKP RELAIS DE DRUMETTAZ;37180,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0161;2;BK907ZM;MPN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;08:02;Péage TVA;1,00;3,10;2,59;0,51;3,10;2,59;0,51;19,60;FRANCE;3,10;EUR;0,00;EF25004201 VIENNE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0066;3;BH804JX;JPR - VU - 02ZZZSTEC;701001;04-AUTRES;17/04/2013;15:23;Péage TVA;1,00;8,80;7,36;1,44;8,80;7,36;1,44;19,60;FRANCE;8,80;EUR;0,00;EA25003086 VOIRON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,40;1,17;0,23;1,40;1,17;0,23;19,60;;1,40;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0015;0;AB 659 TX;DCD - VU -03ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;10:16;Péage TVA;1,00;1,10;0,92;0,18;1,10;0,92;0,18;19,60;FRANCE;1,10;EUR;0,00;EA25003005 TOUR PIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0129;2;BG737RK;BEFN - VU - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;19:23;Péage TVA;1,00;7,20;6,02;1,18;7,20;6,02;1,18;19,60;FRANCE;7,20;EUR;0,00;EA25003087 G.VOREPPE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0200;0;BC985AT;MCT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;Carte à puce offline;1,00;8,22;6,87;1,35;8,22;6,87;1,35;19,60;;8,22;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0013;0;AL 029 FA;FILIPI;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;25/04/2013;12:36;Gazole Excellium;43,18;60,25;50,38;9,87;60,25;50,38;9,87;19,60;FRANCE;1,44;EUR;-1,94;TFLQX RELAIS D EYBENS;3395,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0135;2;CH396XW;FHN - VP - 04ZZZNCOM;701001;03-VEHICULE DE TOURISME;16/04/2013;08:37;Gazole Excellium;56,51;78,00;65,22;12,78;78,00;65,22;12,78;19,60;FRANCE;1,46;EUR;-4,53;TFBCD STATION SERVICE ALBERTVILLE;36401,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;18:08;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009122 VILLEFR.LI;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;15:35;Parking;1,00;9,80;8,19;1,61;9,80;8,19;1,61;19,60;FRANCE;9,80;EUR;0,00;E6250AI692 LYON;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;11:59;Péage TVA;1,00;2,50;2,09;0,41;2,50;2,09;0,41;19,60;FRANCE;2,50;EUR;0,00;EA25003008 CHAMBERY N;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0031;0;BT643DT;L.AJ - VP - 04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;08:27;Gazole Excellium;43,12;61,03;51,03;10,00;61,03;51,03;10,00;19,60;FRANCE;1,46;EUR;-1,94;TFLGS M. GUEBEY PIERRE;57100,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0199;0;BE542EP;SMR - VU - 06ZZZSTE;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;08:29;Péage TVA;1,00;4,90;4,10;0,80;4,90;4,10;0,80;19,60;FRANCE;4,90;EUR;0,00;ER25009119 MACON S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0102;2;BT228CB;KBN - VP - 02ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;29/04/2013;08:13;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004203 TAIN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0177;0;6448WK26-VU;BEGD - VU -04ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;16:54;Péage TVA;1,00;5,20;4,35;0,85;5,20;4,35;0,85;19,60;FRANCE;5,20;EUR;0,00;EA25003034 STE HELENE;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0012;0;BX 398 QR;JIO - VU - 05INNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;22/04/2013;09:49;Péage TVA;1,00;5,80;4,85;0,95;5,80;4,85;0,95;19,60;FRANCE;5,80;EUR;0,00;EA25003021 G.CROLLES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;24/04/2013;17:49;Gazole Excellium;34,75;48,49;40,54;7,95;48,49;40,54;7,95;19,60;FRANCE;1,44;EUR;-1,56;TFKYY GGE THIVOLLE;54926,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0187;0;BZ939LF;DVE VU 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,46;1,22;0,24;1,46;1,22;0,24;19,60;;1,46;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0119;3;BL137BD;SMA - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;17/04/2013;09:42;Gazole Excellium;39,67;56,15;46,95;9,20;56,15;46,95;9,20;19,60;FRANCE;1,46;EUR;-1,79;TFQRF SARL LE CHERCHEMUSE;74534,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0012;0;BX 398 QR;JIO - VU - 05INNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;18/04/2013;13:07;Péage TVA;1,00;5,80;4,85;0,95;5,80;4,85;0,95;19,60;FRANCE;5,80;EUR;0,00;EA25003021 G.CROLLES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0006;0;CB764FQ;MMT - VP - 03ZZZNCOM;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;26/04/2013;11:02;Péage TVA;1,00;2,70;2,26;0,44;2,70;2,26;0,44;19,60;FRANCE;2,70;EUR;0,00;EA25003085 RIVES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0141;2;BJ172EF;CSA - VU - ZZZZZTLIV;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;16/04/2013;09:15;Péage TVA;1,00;3,30;2,76;0,54;3,30;2,76;0,54;19,60;FRANCE;3,30;EUR;0,00;EA25003021 G.CROLLES;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0146;2;CF782JF;ANPN - VU - ZZZZZTLIV;701001;01-POIDS LOURD;18/04/2013;16:55;Gazole Excellium;38,09;53,15;44,44;8,71;53,15;44,44;8,71;19,60;FRANCE;1,44;EUR;-1,71;TFJFZ SARL C.M.S - STATION VALENCE NORD;71259,00;000000;00000000000;0000;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;25/04/2013;18:47;Péage TVA;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;30/04/2013;00:00;FRAIS DE SERVICE PEAGE;1,00;1,77;1,48;0,29;1,77;1,48;0,29;19,60;;1,77;EUR;0,00;;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0132;2;CH226XW;FRDN - VP - 02ZZZNCOM;701001;03-VEHICULE DE TOURISME;19/04/2013;08:43;Péage TVA;1,00;6,10;5,10;1,00;6,10;5,10;1,00;19,60;FRANCE;6,10;EUR;0,00;EF25004205 VALENCE-S;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0175;0;BN153NG-VU;BMS -VU - 06ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;23/04/2013;11:37;Parking;1,00;1,50;1,25;0,25;1,50;1,25;0,25;19,60;FRANCE;1,50;EUR;0,00;E6250AI690 VILLEURBAN;;;;;
;F3913521;;30/04/2013;TF;87037290;C PRO VALENCE;***;***;0200;0;BC985AT;MCT - VU - 02ZZZSTEC;701001;02-VEHICULE UTILITAIRE/COMMERCIAL;30/04/2013;00:00;GESTION +;1,00;3,29;2,75;0,54;3,29;2,75;0,54;19,60;;3,29;EUR;0,00;;;;;;
